3255	125.054590000			
3257	125.117371000			
3259	125.118898000			
3261	125.181471000			
3263	125.183111000			
3265	125.246838000			
3267	125.248435000			
3269	125.311026000			
3271	125.312695000			
3273	125.374975000			
3275	125.376482000			
3277	125.437577000			
3279	125.438986000			
3281	125.502765000			
3283	125.504265000			
3285	125.567065000			
3287	125.632204000			
3289	125.695129000			
3291	125.759161000			
3293	125.822801000			
3295	125.887286000			
3297	125.950773000			
3299	125.952487000			
3301	126.014874000			
3303	126.078690000			
3305	126.141452000			
3307	126.207099000			
3309	126.208654000			
3311	126.270466000			
3313	126.272111000			
3315	126.334561000			
3317	126.398165000			
3319	126.399733000			
3321	126.461844000			
3323	126.463445000			
3325	126.526173000			
3327	126.527738000			
3329	126.591108000			
3331	126.592606000			
3333	126.653932000			
3335	126.655460000			
3337	126.718038000			
3339	126.719649000			
3341	126.782472000			
3343	126.784161000			
3345	126.848035000			
3347	126.849652000			
3349	126.910034000			
3351	126.911653000			
3353	126.974900000			
3355	126.976366000			
3357	127.037429000			
3359	127.102073000			
3361	127.166218000			
3363	127.231659000			
3365	127.295008000			
3367	127.359147000			
3369	127.422887000			
3371	127.485850000			
3373	127.549346000			
3375	127.550940000			
3377	127.614106000			
3379	127.615515000			
3381	127.677800000			
3383	127.679150000			
3385	127.742789000			
3387	127.744480000			
3389	127.807167000			
3391	127.808866000			
3393	127.871390000			
3395	127.872892000			
3397	127.933615000			
3399	127.935175000			
3401	127.998690000			
3403	127.999681000			
3405	128.062103000			
3407	128.063007000			
3409	128.127439000			
3411	128.128983000			
3413	128.190699000			
3415	128.192502000			
3417	128.255295000			
3419	128.256648000			
3421	128.318921000			
3423	128.320407000			
3425	128.382400000			
3427	128.384016000			
3429	128.446974000			
3431	128.448543000			
3433	128.509759000			
3435	128.511320000			
3437	128.574298000			
3439	128.638958000			
3441	128.702089000			
3443	128.765193000			
3445	128.829768000			
3447	128.893622000			
3449	128.956939000			
3451	128.958526000			
3453	129.021838000			
3455	129.023449000			
3457	129.085785000			
3459	129.087159000			
3461	129.150488000			
3463	129.152023000			
3465	129.213440000			
3467	129.214892000			
3469	129.277566000			
3471	129.279006000			
3473	129.342327000			
3475	129.343987000			
3477	129.405586000			
3479	129.406873000			
3481	129.469999000			
3483	129.471501000			
3485	129.533743000			
3487	129.535047000			
3489	129.597586000			
3491	129.598926000			
3493	129.661489000			
3495	129.663020000			
3497	129.726075000			
3499	129.727555000			
3501	129.789956000			
3503	129.791391000			
3505	129.854144000			
3507	129.855898000			
3509	129.917636000			
3511	129.981679000			
3513	129.983318000			
3515	130.046110000			
3517	130.111095000			
3519	130.174073000			
3521	130.175813000			
3523	130.238279000			
3525	130.239580000			
3527	130.302548000			
3529	130.365413000			
3531	130.367096000			
3533	130.430109000			
3535	130.493902000			
3537	130.557447000			
3539	130.559015000			
3541	130.621741000			
